CITY NAME,ZIP,ADDRESSE ,OWNER,CARE OF,MAIL ADDRESSE,MAIL CITY,MAIL STATE,MAIL ZIP
DELTONA,32738,2255 WHITEHORSE ST,SFR JV-2 DDTL BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3040 TEAK CT,INVITATION HOMES 7 LP,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1671 DUNLAP DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2041 JEFFERSON AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,738 N FIRWOOD DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,942 GRAPEWOOD ST,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1708 SANTEE AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85256
DELTONA,32738,2941 GRAYTON ST,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2809 FAYSON CIR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1194 ALGOMA ST,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3072 TWINLEAF AVE,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,888 SUPERIOR ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,824 RADCLIFF ST,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3008 TEAK DR,IH6 PROPERTY FLORIDA LP,,PO  BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1572 SUMATRA AVE,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,185 GLENCOVE DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1583 NAPLES CIR,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2981 SNOW DR,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,751 W GAUCHO CIR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2825 WINDSOR HEIGHTS ST,SFR JV-1 2020-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,571 FORT SMITH BLVD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,669 SULLIVAN ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2600 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2616 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1050 STILLWATER AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1137 WILMINGTON DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2747 N JULIET DR,TRICON SFR 2024-4 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3056 BOXELDER CT,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2080 DIXIE BELLE AVE,SFR JV-2 DDTL BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2302 EVENGLOW CT,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3197 BUCKLAND ST,SFR JV-1 2020-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3390 SHALIMAR CIR,SFR JV-1 2020-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2469 SHEFFIELD DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1915 AMHERST AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1450 ASHBOURNE WAY,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1402 PROVIDENCE BLVD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1218 NIXONTON ST,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,936 ABAGAIL DR,MONTGOMERY STREET HOMES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3084 MANDEVILLE ST,TRICON SFR 2024 3 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1962 LYNN RIVER DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1736 PROVIDENCE BLVD,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3001 MALLARD DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,749 ARLENE DR,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1119 N OLD MILL DR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1159 PEARL TREE RD,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,518 APOLLO AVE,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1201 JULY CIR,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2589 CROWLEY TER,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2921 DAY RD,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3475 COURTLAND BLVD,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2733 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3108 DUDLEY DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1510 CORONET DR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2684 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,821 ADLER DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,172 KETTERING RD,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3351 HEATH DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3243 UTAH DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3071 NORVELL CT,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2624 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2911 PORTSMOUTH ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2374 KIMBERLY DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2701 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,767 RED COACH AVE,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,919 CLAYTON DR,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,941 COURTLAND BLVD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,912 HUMPHREY BLVD,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,577 SULLIVAN ST,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,375 OSLO DR,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2831 HAYES LN,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3285 CLEWISTON ST,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1253 HARCROSS LN,IH4 PROPERTY FLORIDA LP,%ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,488 CHESTNUT CT,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1027 TOP CT,2019-1 IH BORROWER LP,RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1821 OAK GROVE AVE,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,821 SWALLOW ST,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2457 ARSLAN ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3222 CRESTWOOD FOREST DR,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1837 VILLA DR,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1310 SACRAMENTO ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1509 JUPITER AVE,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1321 BLYTHE AVE,IH4 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2341 BANNISTER ST,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,114 HEATHER LANE DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2713 SWEET SPRINGS ST,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1559 DUBLIN RD,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1351 AZORA DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2419 WHITEHORSE ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2857 GIMLET DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2513 GRAMERCY DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2560 SEDGEFIELD AVE,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2808 KIMBERLY DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3172 TUNISIA DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2335 INDIA BLVD,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1332 W HARTLEY CIR,HPA III ACQUISITIONS I LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3163 PIGEON COVE ST,IH3 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3009 WATERMAN ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1709 MORVEN CT,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,611 STALLINGS AVE,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,829 N ATMORE CIR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2881 GALLUP CT,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,760 JENA DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1149 JAMES AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2606 N JULIET DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2535 E JULIET DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2857 COURTLAND BLVD,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2708 LIGHTWOOD ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,756 MOUNTAIN ASH WAY,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2491 E TIPTON DR,SFR OWNER ML BORROWER LLC,"RYAN, LLC",PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1162 PEAK CIR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2303 MONTANO ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,580 FAIRHAVEN ST,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,658 KILLIAN CIR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,437 KETTERING RD,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3442 COMMERCE AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2877 MONARCH AVE,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3068 BLAINE CIR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2030 QUINTILIS CT,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1690 CEDRO AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,701 LARCH ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3091 VERBENA DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3269 SORREL CT,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1056 LAMPLIGHTER AVE,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2458 WALKERTOWN AVE,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2655 N JULIET DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2701 CORRIGAN DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2685 LEAFY WAY LN,IH4 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1195 BALFOUR DR,2018-4 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1310 LYDIA DR,HPA III ACQUISITIONS I LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3080 N COVINGTON DR,2018-4 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,550 FORT SMITH BLVD,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3163 N COVINGTON DR,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3321 BUTTONWOOD AVE,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2920 MALCOLM DR,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2960 ETTA TER,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,798 S ATMORE CIR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2769 BEAVER DR,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,514 CAVALIER AVE,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,542 ELDRON AVE,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2764 JULIET DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3027 WILD PEPPER AVE,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,962 TREADWAY DR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2400 CAPTAIN DR,SFR XII NM ORLANDO OWNER 1 LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1176 PEARL TREE RD,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,385 PROVIDENCE BLVD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2821 FERN LN,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2701 WINDSOR HEIGHTS ST,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1427 BRAYTON CIR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1478 CEDAR PINE DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1481 FALMOUTH AVE,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,203 BLUEFIELD AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1595 PURITAN ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2663 BENTLEY DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1576 LAVILLA ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2345 CAPTAIN DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1300 NAVARRE DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2636 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2709 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2688 SHIPROCK CT,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,915 CLAYTON DR,SFR OWNER ML BORROWER LLC,"RYAN, LLC",PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1082 LEEWARD DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,205 FORT SMITH BLVD,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1871 RIO CT,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,894 WESTLINE AVE,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3172 CHAMBERLAIN ST,SFR JV-1 2020-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1638 ROBLE LN,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2597 SALTERS CT,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2778 FARGO AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,809 S HANCOCK DR,HPA IIIACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3482 HEATH DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2535 SCOTTVILLE AVE,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3561 TABB DR,BRODERICK STREET HOMES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2888 W HURON DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1134 OUTLOOK DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3408 HEATH DR,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3240 AMBER ST,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2900 GLENRIDGE TER,SEGAVEPO LLC,RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3328 MERCHANT TER,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2800 W COVINGTON DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2073 HILLVIEW CIR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1018 HEMINGWAY DR,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1285 ANDERSON ST,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3272 SORREL CT,IH5 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1061 SULLIVAN ST,BERM FW RESIDENTIAL HOME BUYER,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1577 PIEDMONT DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2538 DERBY DR,SFR JV-1 2019-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1435 AGATHA DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,101 LONG PINE DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2067 WALLINGFORD ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1710 CONCERT RD,IH4 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1715 TEMPLEWOOD AVE,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,633 RUTHERFORD AVE,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,521 CLOUDCROFT DR,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2242 E UNION CIR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2598 COLLINGSWOOD DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,835 E NORMANDY BLVD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
